"day","CH_bioenergy_capacity","CH_solar_capacity","CH_wind_onshore_capacity","DE_bioenergy_capacity","DE_geothermal_capacity","DE_solar_capacity","DE_wind_capacity","DE_wind_offshore_capacity","DE_wind_onshore_capacity","DK_solar_capacity","DK_wind_capacity","DK_wind_offshore_capacity","DK_wind_onshore_capacity","FR_bioenergy_capacity","FR_geothermal_capacity","FR_hydro_capacity","FR_marine_capacity","FR_solar_capacity","FR_wind_onshore_capacity","GB.GBN_bioenergy_capacity","GB.GBN_hydro_capacity","GB.GBN_marine_capacity","GB.GBN_solar_capacity","GB.GBN_wind_capacity","GB.GBN_wind_offshore_capacity","GB.GBN_wind_onshore_capacity","GB.NIR_bioenergy_capacity","GB.NIR_solar_capacity","GB.NIR_wind_onshore_capacity","GB.UKM_bioenergy_capacity","GB.UKM_hydro_capacity","GB.UKM_marine_capacity","GB.UKM_solar_capacity","GB.UKM_wind_capacity","GB.UKM_wind_offshore_capacity","GB.UKM_wind_onshore_capacity","SE_wind_capacity","SE_wind_offshore_capacity","SE_wind_onshore_capacity"
"1900-10-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-10-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-11-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900-12-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,122.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-29",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-30",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-01-31",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-18",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-19",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-20",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-21",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-22",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-23",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-24",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-25",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-26",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-27",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-02-28",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-01",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-02",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-03",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-04",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-05",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-06",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-07",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-08",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-09",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-10",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-11",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-12",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-13",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-14",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-15",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-16",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901-03-17",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,123.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
